t, Pond Storage (m3),t, Pond Outflow (m3/day),t, Pond Inflow (m3/day),t, Rain (mm/day)
40328.61000,0,40328.61000,0,40328.61000,0,40328.61000,0
40328.62000,0,40328.62000,0,40328.62000,0,40328.62000,0
40328.63000,0,40328.63000,0,40328.63000,0,40328.63000,0
40328.64000,0,40328.64000,0,40328.64000,0,40328.64000,0
40328.65000,0,40328.65000,0,40328.65000,0,40328.65000,0
40328.66000,0,40328.66000,0,40328.66000,0,40328.66000,0
40328.67000,0,40328.67000,0,40328.67000,0,40328.67000,0
40328.68000,0,40328.68000,0,40328.68000,0,40328.68000,0
40328.69000,0,40328.69000,0,40328.69000,0,40328.69000,0
40328.70000,0,40328.70000,0,40328.70000,0,40328.70000,0
40328.71000,0,40328.71000,0,40328.71000,0,40328.71000,0
40328.72000,0,40328.72000,0,40328.72000,0,40328.72000,0
40328.73000,0,40328.73000,0,40328.73000,0,40328.73000,0
40328.74000,0,40328.74000,0,40328.74000,0,40328.74000,0
40328.75000,0,40328.75000,0,40328.75000,0,40328.75000,0
40328.76000,0,40328.76000,0,40328.76000,0,40328.76000,0
40328.77000,0,40328.77000,0,40328.77000,0,40328.77000,0
40328.78000,0,40328.78000,0,40328.78000,0,40328.78000,0
40328.79000,0,40328.79000,0,40328.79000,0,40328.79000,0
40328.80000,0,40328.80000,0,40328.80000,0,40328.80000,0
40328.81000,0,40328.81000,0,40328.81000,0,40328.81000,0
40328.82000,0,40328.82000,0,40328.82000,0,40328.82000,0
40328.83000,0,40328.83000,0,40328.83000,0,40328.83000,0
40328.84000,0,40328.84000,0,40328.84000,0,40328.84000,0
40328.85000,0,40328.85000,0,40328.85000,0,40328.85000,0
40328.86000,0,40328.86000,0,40328.86000,0,40328.86000,0
40328.87000,0,40328.87000,0,40328.87000,0,40328.87000,0
40328.88000,0,40328.88000,0,40328.88000,0,40328.88000,0
40328.89000,0,40328.89000,0,40328.89000,0,40328.89000,0
40328.90000,0,40328.90000,0,40328.90000,0,40328.90000,0
40328.91000,0,40328.91000,0,40328.91000,0,40328.91000,0
40328.92000,0,40328.92000,0,40328.92000,0,40328.92000,0
40328.93000,0,40328.93000,0,40328.93000,0,40328.93000,0
40328.94000,0,40328.94000,0,40328.94000,0,40328.94000,0
40328.95000,0,40328.95000,0,40328.95000,0,40328.95000,0
40328.96000,0,40328.96000,0,40328.96000,0,40328.96000,0
40328.97000,0,40328.97000,0,40328.97000,0,40328.97000,0
40328.98000,0,40328.98000,0,40328.98000,0,40328.98000,0
40328.99000,0,40328.99000,0,40328.99000,0,40328.99000,0
40329.00000,0,40329.00000,0,40329.00000,0,40329.00000,0
40329.01000,0,40329.01000,0,40329.01000,0,40329.01000,0
40329.02000,0,40329.02000,0,40329.02000,0,40329.02000,0
40329.03000,0,40329.03000,0,40329.03000,0,40329.03000,0
40329.04000,0,40329.04000,0,40329.04000,0,40329.04000,0
40329.05000,0,40329.05000,0,40329.05000,0,40329.05000,0
40329.06000,0,40329.06000,0,40329.06000,0,40329.06000,0
40329.07000,0,40329.07000,0,40329.07000,0,40329.07000,0
40329.08000,0,40329.08000,0,40329.08000,0,40329.08000,0
40329.09000,0,40329.09000,0,40329.09000,0,40329.09000,0
40329.10000,0,40329.10000,0,40329.10000,0,40329.10000,0
40329.11000,0,40329.11000,0,40329.11000,0,40329.11000,0
40329.12000,0,40329.12000,0,40329.12000,0,40329.12000,0
40329.13000,0,40329.13000,0,40329.13000,0,40329.13000,0
40329.14000,0,40329.14000,0,40329.14000,0,40329.14000,0
40329.15000,0,40329.15000,0,40329.15000,0,40329.15000,0
40329.16000,0,40329.16000,0,40329.16000,0,40329.16000,0
40329.17000,0,40329.17000,0,40329.17000,0,40329.17000,0
40329.18000,0,40329.18000,0,40329.18000,0,40329.18000,0
40329.19000,0,40329.19000,0,40329.19000,0,40329.19000,0
40329.20000,0,40329.20000,0,40329.20000,0,40329.20000,0
40329.21000,0,40329.21000,0,40329.21000,0,40329.21000,0
40329.22000,0,40329.22000,0,40329.22000,0,40329.22000,0
40329.23000,0,40329.23000,0,40329.23000,0,40329.23000,0
40329.24000,0,40329.24000,0,40329.24000,0,40329.24000,0
40329.25000,0,40329.25000,0,40329.25000,0,40329.25000,0
40329.26000,0,40329.26000,0,40329.26000,0,40329.26000,0
40329.27000,0,40329.27000,0,40329.27000,0,40329.27000,0
40329.28000,0,40329.28000,0,40329.28000,0,40329.28000,0
40329.29000,0,40329.29000,0,40329.29000,0,40329.29000,0
40329.30000,0,40329.30000,0,40329.30000,0,40329.30000,0
40329.31000,0,40329.31000,0,40329.31000,0,40329.31000,0
40329.32000,0,40329.32000,0,40329.32000,0,40329.32000,0
40329.33000,0,40329.33000,0,40329.33000,0,40329.33000,0
40329.34000,0,40329.34000,0,40329.34000,0,40329.34000,0
40329.35000,0,40329.35000,0,40329.35000,0,40329.35000,0
40329.36000,0,40329.36000,0,40329.36000,0,40329.36000,0
40329.37000,0,40329.37000,0,40329.37000,0,40329.37000,0
40329.38000,0,40329.38000,0,40329.38000,0,40329.38000,0
40329.39000,0,40329.39000,0,40329.39000,0,40329.39000,0
40329.40000,0,40329.40000,0,40329.40000,0,40329.40000,0
40329.41000,0,40329.41000,0,40329.41000,0,40329.41000,0
40329.42000,0,40329.42000,0,40329.42000,0,40329.42000,0
40329.43000,0,40329.43000,0,40329.43000,0,40329.43000,0
40329.44000,0,40329.44000,0,40329.44000,0,40329.44000,0
40329.45000,0,40329.45000,0,40329.45000,0,40329.45000,0
40329.46000,0,40329.46000,0,40329.46000,0,40329.46000,0
40329.47000,0,40329.47000,0,40329.47000,0,40329.47000,0
40329.48000,0,40329.48000,0,40329.48000,0,40329.48000,0
40329.49000,0,40329.49000,0,40329.49000,0,40329.49000,0
40329.50000,0,40329.50000,0,40329.50000,0,40329.50000,0
40329.51000,0,40329.51000,0,40329.51000,0,40329.51000,0
40329.52000,0,40329.52000,0,40329.52000,0,40329.52000,0
40329.53000,0,40329.53000,0,40329.53000,0,40329.53000,0
40329.54000,0,40329.54000,0,40329.54000,0,40329.54000,0
40329.55000,0,40329.55000,0,40329.55000,0,40329.55000,0
40329.56000,0,40329.56000,0,40329.56000,0,40329.56000,0
40329.57000,0,40329.57000,0,40329.57000,0,40329.57000,0
40329.58000,0,40329.58000,0,40329.58000,0,40329.58000,0
40329.59000,0,40329.59000,0,40329.59000,0,40329.59000,0
40329.60000,0,40329.60000,0,40329.60000,0,40329.60000,0
40329.61000,0,40329.61000,0,40329.61000,0,40329.61000,0
40329.62000,0,40329.62000,0,40329.62000,0,40329.62000,0
40329.63000,0,40329.63000,0,40329.63000,0,40329.63000,0
40329.64000,0,40329.64000,0,40329.64000,0,40329.64000,0
40329.65000,0,40329.65000,0,40329.65000,0,40329.65000,0
40329.66000,0,40329.66000,0,40329.66000,0,40329.66000,0
40329.67000,0,40329.67000,0,40329.67000,0,40329.67000,0
40329.68000,0,40329.68000,0,40329.68000,0,40329.68000,0
40329.69000,0,40329.69000,0,40329.69000,0,40329.69000,0
40329.70000,0,40329.70000,0,40329.70000,0,40329.70000,0
40329.71000,0,40329.71000,0,40329.71000,0,40329.71000,0
40329.72000,0,40329.72000,0,40329.72000,0,40329.72000,0
40329.73000,0,40329.73000,0,40329.73000,0,40329.73000,0
40329.74000,0,40329.74000,0,40329.74000,0,40329.74000,0
40329.75000,0,40329.75000,0,40329.75000,0,40329.75000,0
40329.76000,0,40329.76000,0,40329.76000,0,40329.76000,0
40329.77000,0,40329.77000,0,40329.77000,0,40329.77000,0
40329.78000,0,40329.78000,0,40329.78000,0,40329.78000,0
40329.79000,0,40329.79000,0,40329.79000,0,40329.79000,0
40329.80000,0,40329.80000,0,40329.80000,0,40329.80000,0
40329.81000,0,40329.81000,0,40329.81000,0,40329.81000,0
40329.82000,0,40329.82000,0,40329.82000,0,40329.82000,0
40329.83000,0,40329.83000,0,40329.83000,0,40329.83000,0
40329.84000,0,40329.84000,0,40329.84000,0,40329.84000,0
40329.85000,0,40329.85000,0,40329.85000,0,40329.85000,0
40329.86000,0,40329.86000,0,40329.86000,0,40329.86000,0
40329.87000,0,40329.87000,0,40329.87000,0,40329.87000,0
40329.88000,0,40329.88000,0,40329.88000,0,40329.88000,0
40329.89000,0,40329.89000,0,40329.89000,0,40329.89000,0
40329.90000,0,40329.90000,0,40329.90000,0,40329.90000,0
40329.91000,0,40329.91000,0,40329.91000,0,40329.91000,0
40329.92000,0,40329.92000,0,40329.92000,0,40329.92000,0
40329.93000,0,40329.93000,0,40329.93000,0,40329.93000,0
40329.94000,0,40329.94000,0,40329.94000,0,40329.94000,0
40329.95000,0,40329.95000,0,40329.95000,0,40329.95000,0
40329.96000,0,40329.96000,0,40329.96000,0,40329.96000,0
40329.97000,0,40329.97000,0,40329.97000,0,40329.97000,0
40329.98000,0,40329.98000,0,40329.98000,0,40329.98000,0
40329.99000,0,40329.99000,0,40329.99000,0,40329.99000,0
40330.00000,0,40330.00000,0,40330.00000,0,40330.00000,0
40330.01000,0,40330.01000,0,40330.01000,0,40330.01000,0
40330.02000,0,40330.02000,0,40330.02000,0,40330.02000,0
40330.03000,0,40330.03000,0,40330.03000,0,40330.03000,0
40330.04000,0,40330.04000,0,40330.04000,0,40330.04000,0
40330.05000,0,40330.05000,0,40330.05000,0,40330.05000,0
40330.06000,0,40330.06000,0,40330.06000,0,40330.06000,0
40330.07000,0,40330.07000,0,40330.07000,0,40330.07000,0
40330.08000,0,40330.08000,0,40330.08000,0,40330.08000,0
40330.09000,0,40330.09000,0,40330.09000,0,40330.09000,0
40330.10000,0,40330.10000,0,40330.10000,0,40330.10000,0
40330.11000,0,40330.11000,0,40330.11000,0,40330.11000,0
40330.12000,0,40330.12000,0,40330.12000,0,40330.12000,0
40330.13000,0,40330.13000,0,40330.13000,0,40330.13000,0
40330.14000,0,40330.14000,0,40330.14000,0,40330.14000,0
40330.15000,0,40330.15000,0,40330.15000,0,40330.15000,0
40330.16000,0,40330.16000,0,40330.16000,0,40330.16000,0
40330.17000,0,40330.17000,0,40330.17000,0,40330.17000,0
40330.18000,0,40330.18000,0,40330.18000,0,40330.18000,0
40330.19000,0,40330.19000,0,40330.19000,0,40330.19000,0
40330.20000,0,40330.20000,0,40330.20000,0,40330.20000,0
40330.21000,0,40330.21000,0,40330.21000,0,40330.21000,0
40330.22000,0,40330.22000,0,40330.22000,0,40330.22000,0
40330.23000,0,40330.23000,0,40330.23000,0,40330.23000,0
40330.24000,0,40330.24000,0,40330.24000,0,40330.24000,0
40330.25000,0,40330.25000,0,40330.25000,0,40330.25000,0
40330.26000,0,40330.26000,0,40330.26000,0,40330.26000,0
40330.27000,0,40330.27000,0,40330.27000,0,40330.27000,0
40330.28000,0,40330.28000,0,40330.28000,0,40330.28000,0
40330.29000,0,40330.29000,0,40330.29000,0,40330.29000,0
40330.30000,0,40330.30000,0,40330.30000,0,40330.30000,0
40330.31000,0,40330.31000,0,40330.31000,0,40330.31000,0
40330.32000,0,40330.32000,0,40330.32000,0,40330.32000,0
40330.33000,0,40330.33000,0,40330.33000,0,40330.33000,0
40330.34000,0,40330.34000,0,40330.34000,0,40330.34000,0
40330.35000,0,40330.35000,0,40330.35000,0,40330.35000,0
40330.36000,0,40330.36000,0,40330.36000,0,40330.36000,0
40330.37000,0,40330.37000,0,40330.37000,0,40330.37000,0
40330.38000,0,40330.38000,0,40330.38000,0,40330.38000,0
40330.39000,0,40330.39000,0,40330.39000,0,40330.39000,0
40330.40000,0,40330.40000,0,40330.40000,0,40330.40000,0
40330.41000,0,40330.41000,0,40330.41000,0,40330.41000,0
40330.42000,0,40330.42000,0,40330.42000,0,40330.42000,0
40330.43000,0,40330.43000,0,40330.43000,0,40330.43000,0
40330.44000,0,40330.44000,0,40330.44000,0,40330.44000,0
40330.45000,0,40330.45000,0,40330.45000,0,40330.45000,0
40330.46000,0,40330.46000,0,40330.46000,0,40330.46000,0
40330.47000,0,40330.47000,0,40330.47000,0,40330.47000,0
40330.48000,0,40330.48000,0,40330.48000,0,40330.48000,0
40330.49000,0,40330.49000,0,40330.49000,0,40330.49000,0
40330.50000,0,40330.50000,0,40330.50000,0,40330.50000,0
40330.51000,0,40330.51000,0,40330.51000,0,40330.51000,0
40330.52000,0,40330.52000,0,40330.52000,0,40330.52000,0
40330.53000,0,40330.53000,0,40330.53000,0,40330.53000,0
40330.54000,0,40330.54000,0,40330.54000,0,40330.54000,0
40330.55000,0,40330.55000,0,40330.55000,0,40330.55000,0
40330.56000,0,40330.56000,0,40330.56000,0,40330.56000,0
40330.57000,0,40330.57000,0,40330.57000,0,40330.57000,0
40330.58000,0,40330.58000,0,40330.58000,0,40330.58000,0
40330.59000,0,40330.59000,0,40330.59000,0,40330.59000,0
40330.60000,0,40330.60000,0,40330.60000,0,40330.60000,0
40330.61000,0,40330.61000,0,40330.61000,0,40330.61000,0
40330.62000,0,40330.62000,0,40330.62000,0,40330.62000,0
40330.63000,0,40330.63000,0,40330.63000,0,40330.63000,0
40330.64000,0,40330.64000,0,40330.64000,0,40330.64000,0
40330.65000,0,40330.65000,0,40330.65000,0,40330.65000,0
40330.66000,0,40330.66000,0,40330.66000,0,40330.66000,0
40330.67000,0,40330.67000,0,40330.67000,0,40330.67000,0
40330.68000,0,40330.68000,0,40330.68000,0,40330.68000,0
40330.69000,0,40330.69000,0,40330.69000,0,40330.69000,0
40330.70000,0,40330.70000,0,40330.70000,0,40330.70000,0
40330.71000,0,40330.71000,0,40330.71000,0,40330.71000,0
40330.72000,0,40330.72000,0,40330.72000,0,40330.72000,0
40330.73000,0,40330.73000,0,40330.73000,0,40330.73000,0
40330.74000,0,40330.74000,0,40330.74000,0,40330.74000,0
40330.75000,0,40330.75000,0,40330.75000,0,40330.75000,0
40330.76000,0,40330.76000,0,40330.76000,0,40330.76000,0
40330.77000,0,40330.77000,0,40330.77000,0,40330.77000,0
40330.78000,0,40330.78000,0,40330.78000,0,40330.78000,0
40330.79000,0,40330.79000,0,40330.79000,0,40330.79000,0
40330.80000,0,40330.80000,0,40330.80000,0,40330.80000,0
40330.81000,0,40330.81000,0,40330.81000,0,40330.81000,0
40330.82000,0,40330.82000,0,40330.82000,0,40330.82000,0
40330.83000,0,40330.83000,0,40330.83000,0,40330.83000,0
40330.84000,0,40330.84000,0,40330.84000,0,40330.84000,0
40330.85000,0,40330.85000,0,40330.85000,0,40330.85000,0
40330.86000,0,40330.86000,0,40330.86000,0,40330.86000,0
40330.87000,0,40330.87000,0,40330.87000,0,40330.87000,0
40330.88000,0,40330.88000,0,40330.88000,0,40330.88000,0
40330.89000,0,40330.89000,0,40330.89000,0,40330.89000,0
40330.90000,0,40330.90000,0,40330.90000,0,40330.90000,0
40330.91000,0,40330.91000,0,40330.91000,0,40330.91000,0
40330.92000,0,40330.92000,0,40330.92000,0,40330.92000,0
40330.93000,0,40330.93000,0,40330.93000,0,40330.93000,0
40330.94000,0,40330.94000,0,40330.94000,0,40330.94000,0
40330.95000,0,40330.95000,0,40330.95000,0,40330.95000,0
40330.96000,0,40330.96000,0,40330.96000,0,40330.96000,0
40330.97000,0,40330.97000,0,40330.97000,0,40330.97000,0
40330.98000,0,40330.98000,0,40330.98000,0,40330.98000,0
40330.99000,0,40330.99000,0,40330.99000,0,40330.99000,0
40331.00000,0,40331.00000,0,40331.00000,0,40331.00000,0
40331.01000,0,40331.01000,0,40331.01000,0,40331.01000,0
40331.02000,0,40331.02000,0,40331.02000,0,40331.02000,0
40331.03000,0,40331.03000,0,40331.03000,0,40331.03000,0
40331.04000,0,40331.04000,0,40331.04000,0,40331.04000,0
40331.05000,0,40331.05000,0,40331.05000,0,40331.05000,0
40331.06000,0,40331.06000,0,40331.06000,0,40331.06000,0
40331.07000,0,40331.07000,0,40331.07000,0,40331.07000,0
40331.08000,0,40331.08000,0,40331.08000,0,40331.08000,0
40331.09000,0,40331.09000,0,40331.09000,0,40331.09000,0
40331.10000,0,40331.10000,0,40331.10000,0,40331.10000,0
40331.11000,0,40331.11000,0,40331.11000,0,40331.11000,0
40331.12000,0,40331.12000,0,40331.12000,0,40331.12000,0
40331.13000,0,40331.13000,0,40331.13000,0,40331.13000,0
40331.14000,0,40331.14000,0,40331.14000,0,40331.14000,0
40331.15000,0,40331.15000,0,40331.15000,0,40331.15000,0
40331.16000,0,40331.16000,0,40331.16000,0,40331.16000,0
40331.17000,0,40331.17000,0,40331.17000,0,40331.17000,0
40331.18000,0,40331.18000,0,40331.18000,0,40331.18000,0
40331.19000,0,40331.19000,0,40331.19000,0,40331.19000,0
40331.20000,0,40331.20000,0,40331.20000,0,40331.20000,0
40331.21000,0,40331.21000,0,40331.21000,0,40331.21000,0
40331.22000,0,40331.22000,0,40331.22000,0,40331.22000,0
40331.23000,0,40331.23000,0,40331.23000,0,40331.23000,0
40331.24000,0,40331.24000,0,40331.24000,0,40331.24000,0
40331.25000,0,40331.25000,0,40331.25000,0,40331.25000,0
40331.26000,0,40331.26000,0,40331.26000,0,40331.26000,0
40331.27000,0,40331.27000,0,40331.27000,0,40331.27000,0
40331.28000,0,40331.28000,0,40331.28000,0,40331.28000,0
40331.29000,0,40331.29000,0,40331.29000,0,40331.29000,0
40331.30000,0,40331.30000,0,40331.30000,0,40331.30000,0
40331.31000,0,40331.31000,0,40331.31000,0,40331.31000,0
40331.32000,0,40331.32000,0,40331.32000,0,40331.32000,0
40331.33000,0,40331.33000,0,40331.33000,0,40331.33000,0
40331.34000,0,40331.34000,0,40331.34000,0,40331.34000,0
40331.35000,0,40331.35000,0,40331.35000,0,40331.35000,0
40331.36000,0,40331.36000,0,40331.36000,0,40331.36000,0
40331.37000,0,40331.37000,0,40331.37000,0,40331.37000,0
40331.38000,0,40331.38000,0,40331.38000,0,40331.38000,0
40331.39000,0,40331.39000,0,40331.39000,0,40331.39000,0
40331.40000,0,40331.40000,0,40331.40000,0,40331.40000,0
40331.41000,0,40331.41000,0,40331.41000,0,40331.41000,0
40331.42000,0,40331.42000,0,40331.42000,0,40331.42000,0
40331.43000,0,40331.43000,0,40331.43000,0,40331.43000,0
40331.44000,0,40331.44000,0,40331.44000,0,40331.44000,0
40331.45000,0,40331.45000,0,40331.45000,0,40331.45000,0
40331.46000,0,40331.46000,0,40331.46000,0,40331.46000,0
40331.47000,0,40331.47000,0,40331.47000,0,40331.47000,0
40331.48000,0,40331.48000,0,40331.48000,0,40331.48000,0
40331.49000,0,40331.49000,0,40331.49000,0,40331.49000,0
40331.50000,0,40331.50000,0,40331.50000,0,40331.50000,0
40331.51000,0,40331.51000,0,40331.51000,0,40331.51000,0
40331.52000,0,40331.52000,0,40331.52000,0,40331.52000,0
40331.53000,0,40331.53000,0,40331.53000,0,40331.53000,0
40331.54000,0,40331.54000,0,40331.54000,0,40331.54000,0
40331.55000,0,40331.55000,0,40331.55000,0,40331.55000,0
40331.56000,0,40331.56000,0,40331.56000,0,40331.56000,0
40331.57000,0,40331.57000,0,40331.57000,0,40331.57000,0
40331.58000,0,40331.58000,0,40331.58000,0,40331.58000,0
40331.59000,0,40331.59000,0,40331.59000,0,40331.59000,0
40331.60000,0,40331.60000,0,40331.60000,0,40331.60000,0
40331.61000,0,40331.61000,0,40331.61000,0,40331.61000,0
40331.62000,0,40331.62000,0,40331.62000,0,40331.62000,0
40331.63000,0,40331.63000,0,40331.63000,0,40331.63000,0
40331.64000,0,40331.64000,0,40331.64000,0,40331.64000,0
40331.65000,0,40331.65000,0,40331.65000,0,40331.65000,0
40331.66000,0,40331.66000,0,40331.66000,0,40331.66000,0
40331.67000,0,40331.67000,0,40331.67000,0,40331.67000,0
40331.68000,0,40331.68000,0,40331.68000,0,40331.68000,0
40331.69000,0,40331.69000,0,40331.69000,0,40331.69000,0
40331.70000,0,40331.70000,0,40331.70000,0,40331.70000,0
40331.71000,0,40331.71000,0,40331.71000,0,40331.71000,0
40331.72000,0,40331.72000,0,40331.72000,0,40331.72000,0
40331.73000,0,40331.73000,0,40331.73000,0,40331.73000,0
40331.74000,0,40331.74000,0,40331.74000,0,40331.74000,0
40331.75000,0,40331.75000,0,40331.75000,0,40331.75000,0
40331.76000,0,40331.76000,0,40331.76000,0,40331.76000,0
40331.77000,0,40331.77000,0,40331.77000,0,40331.77000,0
40331.78000,0,40331.78000,0,40331.78000,0,40331.78000,0
40331.79000,0,40331.79000,0,40331.79000,0,40331.79000,0
40331.80000,0,40331.80000,0,40331.80000,0,40331.80000,0
40331.81000,0,40331.81000,0,40331.81000,0,40331.81000,0
40331.82000,0,40331.82000,0,40331.82000,0,40331.82000,0
40331.83000,0,40331.83000,0,40331.83000,0,40331.83000,0
40331.84000,0,40331.84000,0,40331.84000,0,40331.84000,0
40331.85000,0,40331.85000,0,40331.85000,0,40331.85000,0
40331.86000,0,40331.86000,0,40331.86000,0,40331.86000,0
40331.87000,0,40331.87000,0,40331.87000,0,40331.87000,0
40331.88000,0,40331.88000,0,40331.88000,0,40331.88000,0
40331.89000,0,40331.89000,0,40331.89000,0,40331.89000,0
40331.90000,0,40331.90000,0,40331.90000,0,40331.90000,0
40331.91000,0,40331.91000,0,40331.91000,0,40331.91000,0
40331.92000,0,40331.92000,0,40331.92000,0,40331.92000,0
40331.93000,0,40331.93000,0,40331.93000,0,40331.93000,0
40331.94000,0,40331.94000,0,40331.94000,0,40331.94000,0
40331.95000,0,40331.95000,0,40331.95000,0,40331.95000,0
40331.96000,0,40331.96000,0,40331.96000,0,40331.96000,0
40331.97000,0,40331.97000,0,40331.97000,0,40331.97000,0
40331.98000,0,40331.98000,0,40331.98000,0,40331.98000,0
40331.99000,0,40331.99000,0,40331.99000,0,40331.99000,0
40332.00000,0,40332.00000,0,40332.00000,0,40332.00000,0
40332.01000,0,40332.01000,0,40332.01000,0,40332.01000,0
40332.02000,0,40332.02000,0,40332.02000,0,40332.02000,0
40332.03000,0,40332.03000,0,40332.03000,0,40332.03000,0
40332.04000,0,40332.04000,0,40332.04000,0,40332.04000,0
40332.05000,0,40332.05000,0,40332.05000,0,40332.05000,0
40332.06000,0,40332.06000,0,40332.06000,0,40332.06000,0
40332.07000,0,40332.07000,0,40332.07000,0,40332.07000,0
40332.08000,0,40332.08000,0,40332.08000,0,40332.08000,0
40332.09000,0,40332.09000,0,40332.09000,0,40332.09000,0
40332.10000,0,40332.10000,0,40332.10000,0,40332.10000,0
40332.11000,0,40332.11000,0,40332.11000,0,40332.11000,0
40332.12000,0,40332.12000,0,40332.12000,0,40332.12000,0
40332.13000,0,40332.13000,0,40332.13000,0,40332.13000,0
40332.14000,0,40332.14000,0,40332.14000,0,40332.14000,0
40332.15000,0,40332.15000,0,40332.15000,0,40332.15000,0
40332.16000,0,40332.16000,0,40332.16000,0,40332.16000,0
40332.17000,0,40332.17000,0,40332.17000,0,40332.17000,0
40332.18000,0,40332.18000,0,40332.18000,0,40332.18000,0
40332.19000,0,40332.19000,0,40332.19000,0,40332.19000,0
40332.20000,0,40332.20000,0,40332.20000,0,40332.20000,0
40332.21000,0,40332.21000,0,40332.21000,0,40332.21000,0
40332.22000,0,40332.22000,0,40332.22000,0,40332.22000,0
40332.23000,0,40332.23000,0,40332.23000,0,40332.23000,0
40332.24000,0,40332.24000,0,40332.24000,0,40332.24000,0
40332.25000,0,40332.25000,0,40332.25000,0,40332.25000,0
40332.26000,0,40332.26000,0,40332.26000,0,40332.26000,0
40332.27000,0,40332.27000,0,40332.27000,0,40332.27000,0
40332.28000,0,40332.28000,0,40332.28000,0,40332.28000,0
40332.29000,0,40332.29000,0,40332.29000,0,40332.29000,0
40332.30000,0,40332.30000,0,40332.30000,0,40332.30000,0
40332.31000,0,40332.31000,0,40332.31000,0,40332.31000,0
40332.32000,0,40332.32000,0,40332.32000,0,40332.32000,0
40332.33000,0,40332.33000,0,40332.33000,0,40332.33000,0
40332.34000,0,40332.34000,0,40332.34000,0,40332.34000,0
40332.35000,0,40332.35000,0,40332.35000,0,40332.35000,0
40332.36000,0,40332.36000,0,40332.36000,0,40332.36000,0
40332.37000,0,40332.37000,0,40332.37000,0,40332.37000,0
40332.38000,0,40332.38000,0,40332.38000,0,40332.38000,0
40332.39000,0,40332.39000,0,40332.39000,0,40332.39000,0
40332.40000,0,40332.40000,0,40332.40000,0,40332.40000,0
40332.41000,0,40332.41000,0,40332.41000,0,40332.41000,0
40332.42000,0,40332.42000,0,40332.42000,0,40332.42000,0
40332.43000,0,40332.43000,0,40332.43000,0,40332.43000,0
40332.44000,0,40332.44000,0,40332.44000,0,40332.44000,0
40332.45000,0,40332.45000,0,40332.45000,0,40332.45000,0
40332.46000,0,40332.46000,0,40332.46000,0,40332.46000,0
40332.47000,0,40332.47000,0,40332.47000,0,40332.47000,0
40332.48000,0,40332.48000,0,40332.48000,0,40332.48000,0
40332.49000,0,40332.49000,0,40332.49000,0,40332.49000,0
40332.50000,0,40332.50000,0,40332.50000,0,40332.50000,0
40332.51000,0,40332.51000,0,40332.51000,0,40332.51000,0
40332.52000,0,40332.52000,0,40332.52000,0,40332.52000,0
40332.53000,0,40332.53000,0,40332.53000,0,40332.53000,0
40332.54000,0,40332.54000,0,40332.54000,0,40332.54000,0
40332.55000,0,40332.55000,0,40332.55000,0,40332.55000,0
40332.56000,0,40332.56000,0,40332.56000,0,40332.56000,0
40332.57000,0,40332.57000,0,40332.57000,0,40332.57000,0
40332.58000,0,40332.58000,0,40332.58000,0,40332.58000,0
40332.59000,0,40332.59000,0,40332.59000,0,40332.59000,0
40332.60000,0,40332.60000,0,40332.60000,0,40332.60000,0
40332.61000,0,40332.61000,0,40332.61000,0,40332.61000,0
40332.62000,0,40332.62000,0,40332.62000,0,40332.62000,0
40332.63000,0,40332.63000,0,40332.63000,0,40332.63000,0
40332.64000,0,40332.64000,0,40332.64000,0,40332.64000,0
40332.65000,0,40332.65000,0,40332.65000,0,40332.65000,0
40332.66000,0,40332.66000,0,40332.66000,0,40332.66000,0
40332.67000,0,40332.67000,0,40332.67000,0,40332.67000,0
40332.68000,0,40332.68000,0,40332.68000,0,40332.68000,0
40332.69000,0,40332.69000,0,40332.69000,0,40332.69000,0
40332.70000,0,40332.70000,0,40332.70000,0,40332.70000,0
40332.71000,0,40332.71000,0,40332.71000,0,40332.71000,0
40332.72000,0,40332.72000,0,40332.72000,0,40332.72000,0
40332.73000,0,40332.73000,0,40332.73000,0,40332.73000,0
40332.74000,0,40332.74000,0,40332.74000,0,40332.74000,0
40332.75000,0,40332.75000,0,40332.75000,0,40332.75000,0
40332.76000,0,40332.76000,0,40332.76000,0,40332.76000,0
40332.77000,0,40332.77000,0,40332.77000,0,40332.77000,0
40332.78000,0,40332.78000,0,40332.78000,0,40332.78000,0
40332.79000,0,40332.79000,0,40332.79000,0,40332.79000,0
40332.80000,0,40332.80000,0,40332.80000,0,40332.80000,0
40332.81000,0,40332.81000,0,40332.81000,0,40332.81000,0
40332.82000,0,40332.82000,0,40332.82000,0,40332.82000,0
40332.83000,0,40332.83000,0,40332.83000,0,40332.83000,0
40332.84000,0,40332.84000,0,40332.84000,0,40332.84000,0
40332.85000,0,40332.85000,0,40332.85000,0,40332.85000,0
40332.86000,0,40332.86000,0,40332.86000,0,40332.86000,0
40332.87000,0,40332.87000,0,40332.87000,0,40332.87000,0
40332.88000,0,40332.88000,0,40332.88000,0,40332.88000,0
40332.89000,0,40332.89000,0,40332.89000,0,40332.89000,0
40332.90000,0,40332.90000,0,40332.90000,0,40332.90000,0
40332.91000,0,40332.91000,0,40332.91000,0,40332.91000,0
40332.92000,0,40332.92000,0,40332.92000,0,40332.92000,0
40332.93000,0,40332.93000,0,40332.93000,0,40332.93000,0
40332.94000,0,40332.94000,0,40332.94000,0,40332.94000,0
40332.95000,0,40332.95000,0,40332.95000,0,40332.95000,0
