t, Pond Storage (m3),t, Pond Outflow (m3/day),t, Pond Inflow (m3/day),t, Rain (mm/day)
40240.65000,0,40240.65000,0,40240.65000,0,40240.65000,0
40240.66000,0,40240.66000,0,40240.66000,0,40240.66000,0
40240.67000,0,40240.67000,0,40240.67000,0,40240.67000,0
40240.68000,0,40240.68000,0,40240.68000,0,40240.68000,0
40240.69000,0,40240.69000,0,40240.69000,0,40240.69000,0
40240.70000,0,40240.70000,0,40240.70000,0,40240.70000,0
40240.71000,0,40240.71000,0,40240.71000,0,40240.71000,0
40240.72000,0,40240.72000,0,40240.72000,0,40240.72000,0
40240.73000,0,40240.73000,0,40240.73000,0,40240.73000,0
40240.74000,0,40240.74000,0,40240.74000,0,40240.74000,0
40240.75000,0,40240.75000,0,40240.75000,0,40240.75000,0
40240.76000,0,40240.76000,0,40240.76000,0,40240.76000,0
40240.77000,0,40240.77000,0,40240.77000,0,40240.77000,0
40240.78000,0,40240.78000,0,40240.78000,0,40240.78000,0
40240.79000,0,40240.79000,0,40240.79000,0,40240.79000,0
40240.80000,0,40240.80000,0,40240.80000,0,40240.80000,0
40240.81000,0,40240.81000,0,40240.81000,0,40240.81000,0
40240.82000,0,40240.82000,0,40240.82000,0,40240.82000,0
40240.83000,0,40240.83000,0,40240.83000,0,40240.83000,0
40240.84000,0,40240.84000,0,40240.84000,0,40240.84000,0
40240.85000,0,40240.85000,0,40240.85000,0,40240.85000,0
40240.86000,0,40240.86000,0,40240.86000,0,40240.86000,0
40240.87000,0,40240.87000,0,40240.87000,0,40240.87000,0
40240.88000,0,40240.88000,0,40240.88000,0,40240.88000,0
40240.89000,0,40240.89000,0,40240.89000,0,40240.89000,0
40240.90000,0,40240.90000,0,40240.90000,0,40240.90000,0
40240.91000,0,40240.91000,0,40240.91000,0,40240.91000,0
40240.92000,0,40240.92000,0,40240.92000,0,40240.92000,0
40240.93000,0,40240.93000,0,40240.93000,0,40240.93000,0
40240.94000,0,40240.94000,0,40240.94000,0,40240.94000,0
40240.95000,0,40240.95000,0,40240.95000,0,40240.95000,0
40240.96000,0,40240.96000,0,40240.96000,0,40240.96000,0
40240.97000,0,40240.97000,0,40240.97000,0,40240.97000,0
40240.98000,0,40240.98000,0,40240.98000,0,40240.98000,0
40240.99000,0,40240.99000,0,40240.99000,0,40240.99000,0
40241.00000,0,40241.00000,0,40241.00000,0,40241.00000,0
40241.01000,0,40241.01000,0,40241.01000,0,40241.01000,0
40241.02000,0,40241.02000,0,40241.02000,0,40241.02000,0
40241.03000,0,40241.03000,0,40241.03000,0,40241.03000,0
40241.04000,0,40241.04000,0,40241.04000,0,40241.04000,0
40241.05000,0,40241.05000,0,40241.05000,0,40241.05000,0
40241.06000,0,40241.06000,0,40241.06000,0,40241.06000,0
40241.07000,0,40241.07000,0,40241.07000,0,40241.07000,0
40241.08000,0,40241.08000,0,40241.08000,0,40241.08000,0
40241.09000,0,40241.09000,0,40241.09000,0,40241.09000,0
40241.10000,0,40241.10000,0,40241.10000,0,40241.10000,0
40241.11000,0,40241.11000,0,40241.11000,0,40241.11000,0
40241.12000,0,40241.12000,0,40241.12000,0,40241.12000,0
40241.13000,0,40241.13000,0,40241.13000,0,40241.13000,0
40241.14000,0,40241.14000,0,40241.14000,0,40241.14000,0
40241.15000,0,40241.15000,0,40241.15000,0,40241.15000,0
40241.16000,0,40241.16000,0,40241.16000,0,40241.16000,0
40241.17000,0,40241.17000,0,40241.17000,0,40241.17000,0
40241.18000,0,40241.18000,0,40241.18000,0,40241.18000,0
40241.19000,0,40241.19000,0,40241.19000,0,40241.19000,0
40241.20000,0,40241.20000,0,40241.20000,0,40241.20000,0
40241.21000,0,40241.21000,0,40241.21000,0,40241.21000,0
40241.22000,0,40241.22000,0,40241.22000,0,40241.22000,0
40241.23000,0,40241.23000,0,40241.23000,0,40241.23000,0
40241.24000,0,40241.24000,0,40241.24000,0,40241.24000,0
40241.25000,0,40241.25000,0,40241.25000,0,40241.25000,0
40241.26000,0,40241.26000,0,40241.26000,0,40241.26000,0
40241.27000,0,40241.27000,0,40241.27000,0,40241.27000,0
40241.28000,0,40241.28000,0,40241.28000,0,40241.28000,0
40241.29000,0,40241.29000,0,40241.29000,0,40241.29000,0
40241.30000,0,40241.30000,0,40241.30000,0,40241.30000,0
40241.31000,0,40241.31000,0,40241.31000,0,40241.31000,0
40241.32000,0,40241.32000,0,40241.32000,0,40241.32000,0
40241.33000,0,40241.33000,0,40241.33000,0,40241.33000,0
40241.34000,0,40241.34000,0,40241.34000,0,40241.34000,0
40241.35000,0,40241.35000,0,40241.35000,0,40241.35000,0
40241.36000,0,40241.36000,0,40241.36000,0,40241.36000,0
40241.37000,0,40241.37000,0,40241.37000,0,40241.37000,0
40241.38000,0,40241.38000,0,40241.38000,0,40241.38000,0
40241.39000,0,40241.39000,0,40241.39000,0,40241.39000,0
40241.40000,0,40241.40000,0,40241.40000,0,40241.40000,0
40241.41000,0,40241.41000,0,40241.41000,0,40241.41000,0
40241.42000,0,40241.42000,0,40241.42000,0,40241.42000,0
40241.43000,0,40241.43000,0,40241.43000,0,40241.43000,0
40241.44000,0,40241.44000,0,40241.44000,0,40241.44000,0
40241.45000,0,40241.45000,0,40241.45000,0,40241.45000,0
40241.46000,0,40241.46000,0,40241.46000,0,40241.46000,0
40241.47000,0,40241.47000,0,40241.47000,0,40241.47000,0
40241.48000,0,40241.48000,0,40241.48000,0,40241.48000,0
40241.49000,0,40241.49000,0,40241.49000,0,40241.49000,0
40241.50000,0,40241.50000,0,40241.50000,0,40241.50000,0
40241.51000,0,40241.51000,0,40241.51000,0,40241.51000,0
40241.52000,0,40241.52000,0,40241.52000,0,40241.52000,0
40241.53000,0,40241.53000,0,40241.53000,0,40241.53000,0
40241.54000,0,40241.54000,0,40241.54000,0,40241.54000,0
40241.55000,0,40241.55000,0,40241.55000,0,40241.55000,0
40241.56000,0,40241.56000,0,40241.56000,0,40241.56000,0
40241.57000,0,40241.57000,0,40241.57000,0,40241.57000,0
40241.58000,0,40241.58000,0,40241.58000,0,40241.58000,0
40241.59000,0,40241.59000,0,40241.59000,0,40241.59000,0
40241.60000,0,40241.60000,0,40241.60000,0,40241.60000,0
40241.61000,0,40241.61000,0,40241.61000,0,40241.61000,0
40241.62000,0,40241.62000,0,40241.62000,0,40241.62000,0
40241.63000,0,40241.63000,0,40241.63000,0,40241.63000,0
40241.64000,0,40241.64000,0,40241.64000,0,40241.64000,0
40241.65000,0,40241.65000,0,40241.65000,0,40241.65000,0
40241.66000,0,40241.66000,0,40241.66000,0,40241.66000,0
40241.67000,0,40241.67000,0,40241.67000,0,40241.67000,0
40241.68000,0,40241.68000,0,40241.68000,0,40241.68000,0
40241.69000,0,40241.69000,0,40241.69000,0,40241.69000,0
40241.70000,0,40241.70000,0,40241.70000,0,40241.70000,0
40241.71000,0,40241.71000,0,40241.71000,0,40241.71000,0
40241.72000,0,40241.72000,0,40241.72000,0,40241.72000,0
40241.73000,0,40241.73000,0,40241.73000,0,40241.73000,0
40241.74000,0,40241.74000,0,40241.74000,0,40241.74000,0
40241.75000,0,40241.75000,0,40241.75000,0,40241.75000,0
40241.76000,0,40241.76000,0,40241.76000,0,40241.76000,0
40241.77000,0,40241.77000,0,40241.77000,0,40241.77000,0
40241.78000,0,40241.78000,0,40241.78000,0,40241.78000,0
40241.79000,0,40241.79000,0,40241.79000,0,40241.79000,0
40241.80000,0,40241.80000,0,40241.80000,0,40241.80000,0
40241.81000,0,40241.81000,0,40241.81000,0,40241.81000,0
40241.82000,0,40241.82000,0,40241.82000,0,40241.82000,0
40241.83000,0,40241.83000,0,40241.83000,0,40241.83000,0
40241.84000,0,40241.84000,0,40241.84000,0,40241.84000,0
40241.85000,0,40241.85000,0,40241.85000,0,40241.85000,0
40241.86000,0,40241.86000,0,40241.86000,0,40241.86000,0
40241.87000,0,40241.87000,0,40241.87000,0,40241.87000,0
40241.88000,0,40241.88000,0,40241.88000,0,40241.88000,0
40241.89000,0,40241.89000,0,40241.89000,0,40241.89000,0
40241.90000,0,40241.90000,0,40241.90000,0,40241.90000,0
40241.91000,0,40241.91000,0,40241.91000,0,40241.91000,0
40241.92000,0,40241.92000,0,40241.92000,0,40241.92000,0
40241.93000,0,40241.93000,0,40241.93000,0,40241.93000,0
40241.94000,0,40241.94000,0,40241.94000,0,40241.94000,0
40241.95000,0,40241.95000,0,40241.95000,0,40241.95000,0
40241.96000,0,40241.96000,0,40241.96000,0,40241.96000,0
40241.97000,0,40241.97000,0,40241.97000,0,40241.97000,0
40241.98000,0,40241.98000,0,40241.98000,0,40241.98000,0
40241.99000,0,40241.99000,0,40241.99000,0,40241.99000,0
40242.00000,0,40242.00000,0,40242.00000,0,40242.00000,0
40242.01000,0,40242.01000,0,40242.01000,0,40242.01000,0
40242.02000,0,40242.02000,0,40242.02000,0,40242.02000,0
40242.03000,0,40242.03000,0,40242.03000,0,40242.03000,0
40242.04000,0,40242.04000,0,40242.04000,0,40242.04000,0
40242.05000,0,40242.05000,0,40242.05000,0,40242.05000,0
40242.06000,0,40242.06000,0,40242.06000,0,40242.06000,0
40242.07000,0,40242.07000,0,40242.07000,0,40242.07000,0
40242.08000,0,40242.08000,0,40242.08000,0,40242.08000,0
40242.09000,0,40242.09000,0,40242.09000,0,40242.09000,0
40242.10000,0,40242.10000,0,40242.10000,0,40242.10000,0
40242.11000,0,40242.11000,0,40242.11000,0,40242.11000,0
40242.12000,0,40242.12000,0,40242.12000,0,40242.12000,0
40242.13000,0,40242.13000,0,40242.13000,0,40242.13000,0
40242.14000,0,40242.14000,0,40242.14000,0,40242.14000,0
40242.15000,0,40242.15000,0,40242.15000,0,40242.15000,0
40242.16000,0,40242.16000,0,40242.16000,0,40242.16000,0
40242.17000,0,40242.17000,0,40242.17000,0,40242.17000,0
40242.18000,0,40242.18000,0,40242.18000,0,40242.18000,0
40242.19000,0,40242.19000,0,40242.19000,0,40242.19000,0
40242.20000,0,40242.20000,0,40242.20000,0,40242.20000,0
40242.21000,0,40242.21000,0,40242.21000,0,40242.21000,0
40242.22000,0,40242.22000,0,40242.22000,0,40242.22000,0
40242.23000,0,40242.23000,0,40242.23000,0,40242.23000,0
40242.24000,0,40242.24000,0,40242.24000,0,40242.24000,0
40242.25000,0,40242.25000,0,40242.25000,0,40242.25000,0
40242.26000,0,40242.26000,0,40242.26000,0,40242.26000,0
40242.27000,0,40242.27000,0,40242.27000,0,40242.27000,0
40242.28000,0,40242.28000,0,40242.28000,0,40242.28000,0
40242.29000,0,40242.29000,0,40242.29000,0,40242.29000,0
40242.30000,0,40242.30000,0,40242.30000,0,40242.30000,0
40242.31000,0,40242.31000,0,40242.31000,0,40242.31000,0
40242.32000,0,40242.32000,0,40242.32000,0,40242.32000,0
40242.33000,0,40242.33000,0,40242.33000,0,40242.33000,0
40242.34000,0,40242.34000,0,40242.34000,0,40242.34000,0
40242.35000,0,40242.35000,0,40242.35000,0,40242.35000,0
40242.36000,0,40242.36000,0,40242.36000,0,40242.36000,0
40242.37000,0,40242.37000,0,40242.37000,0,40242.37000,0
40242.38000,0,40242.38000,0,40242.38000,0,40242.38000,0
40242.39000,0,40242.39000,0,40242.39000,0,40242.39000,0
40242.40000,0,40242.40000,0,40242.40000,0,40242.40000,0
40242.41000,0,40242.41000,0,40242.41000,0,40242.41000,0
40242.42000,0,40242.42000,0,40242.42000,0,40242.42000,0
40242.43000,0,40242.43000,0,40242.43000,0,40242.43000,0
40242.44000,0,40242.44000,0,40242.44000,0,40242.44000,0
40242.45000,0,40242.45000,0,40242.45000,0,40242.45000,0
40242.46000,0,40242.46000,0,40242.46000,0,40242.46000,0
40242.47000,0,40242.47000,0,40242.47000,0,40242.47000,0
40242.48000,0,40242.48000,0,40242.48000,0,40242.48000,0
40242.49000,0,40242.49000,0,40242.49000,0,40242.49000,0
40242.50000,0,40242.50000,0,40242.50000,0,40242.50000,0
40242.51000,0,40242.51000,0,40242.51000,0,40242.51000,0
40242.52000,0,40242.52000,0,40242.52000,0,40242.52000,0
40242.53000,0,40242.53000,0,40242.53000,0,40242.53000,0
40242.54000,0,40242.54000,0,40242.54000,0,40242.54000,0
40242.55000,0,40242.55000,0,40242.55000,0,40242.55000,0
40242.56000,0,40242.56000,0,40242.56000,0,40242.56000,0
40242.57000,0,40242.57000,0,40242.57000,0,40242.57000,0
40242.58000,0,40242.58000,0,40242.58000,0,40242.58000,0
40242.59000,0,40242.59000,0,40242.59000,0,40242.59000,0
40242.60000,0,40242.60000,0,40242.60000,0,40242.60000,0
40242.61000,0,40242.61000,0,40242.61000,0,40242.61000,0
40242.62000,0,40242.62000,0,40242.62000,0,40242.62000,0
40242.63000,0,40242.63000,0,40242.63000,0,40242.63000,0
40242.64000,0,40242.64000,0,40242.64000,0,40242.64000,0
40242.65000,0,40242.65000,0,40242.65000,0,40242.65000,0
40242.66000,0,40242.66000,0,40242.66000,0,40242.66000,0
40242.67000,0,40242.67000,0,40242.67000,0,40242.67000,0
40242.68000,0,40242.68000,0,40242.68000,0,40242.68000,0
40242.69000,0,40242.69000,0,40242.69000,0,40242.69000,0
40242.70000,0,40242.70000,0,40242.70000,0,40242.70000,0
40242.71000,0,40242.71000,0,40242.71000,0,40242.71000,0
40242.72000,0,40242.72000,0,40242.72000,0,40242.72000,0
40242.73000,0,40242.73000,0,40242.73000,0,40242.73000,0
40242.74000,0,40242.74000,0,40242.74000,0,40242.74000,0
40242.75000,0,40242.75000,0,40242.75000,0,40242.75000,0
40242.76000,0,40242.76000,0,40242.76000,0,40242.76000,0
40242.77000,0,40242.77000,0,40242.77000,0,40242.77000,0
40242.78000,0,40242.78000,0,40242.78000,0,40242.78000,0
40242.79000,0,40242.79000,0,40242.79000,0,40242.79000,0
40242.80000,0,40242.80000,0,40242.80000,0,40242.80000,0
40242.81000,0,40242.81000,0,40242.81000,0,40242.81000,0
40242.82000,0,40242.82000,0,40242.82000,0,40242.82000,0
40242.83000,0,40242.83000,0,40242.83000,0,40242.83000,0
40242.84000,0,40242.84000,0,40242.84000,0,40242.84000,0
40242.85000,0,40242.85000,0,40242.85000,0,40242.85000,0
40242.86000,0,40242.86000,0,40242.86000,0,40242.86000,0
40242.87000,0,40242.87000,0,40242.87000,0,40242.87000,0
40242.88000,0,40242.88000,0,40242.88000,0,40242.88000,0
40242.89000,0,40242.89000,0,40242.89000,0,40242.89000,0
40242.90000,0,40242.90000,0,40242.90000,0,40242.90000,0
40242.91000,0,40242.91000,0,40242.91000,0,40242.91000,0
40242.92000,0,40242.92000,0,40242.92000,0,40242.92000,0
40242.93000,0,40242.93000,0,40242.93000,0,40242.93000,0
40242.94000,0,40242.94000,0,40242.94000,0,40242.94000,0
40242.95000,0,40242.95000,0,40242.95000,0,40242.95000,0
40242.96000,0,40242.96000,0,40242.96000,0,40242.96000,0
40242.97000,0,40242.97000,0,40242.97000,0,40242.97000,0
40242.98000,0,40242.98000,0,40242.98000,0,40242.98000,0
40242.99000,0,40242.99000,0,40242.99000,0,40242.99000,0
40243.00000,0,40243.00000,0,40243.00000,0,40243.00000,0
40243.01000,0,40243.01000,0,40243.01000,0,40243.01000,0
40243.02000,0,40243.02000,0,40243.02000,0,40243.02000,0
40243.03000,0,40243.03000,0,40243.03000,0,40243.03000,0
40243.04000,0,40243.04000,0,40243.04000,0,40243.04000,0
40243.05000,0,40243.05000,0,40243.05000,0,40243.05000,0
40243.06000,0,40243.06000,0,40243.06000,0,40243.06000,0
40243.07000,0,40243.07000,0,40243.07000,0,40243.07000,0
40243.08000,0,40243.08000,0,40243.08000,0,40243.08000,0
40243.09000,0,40243.09000,0,40243.09000,0,40243.09000,0
40243.10000,0,40243.10000,0,40243.10000,0,40243.10000,0
40243.11000,0,40243.11000,0,40243.11000,0,40243.11000,0
40243.12000,0,40243.12000,0,40243.12000,0,40243.12000,0
40243.13000,0,40243.13000,0,40243.13000,0,40243.13000,0
40243.14000,0,40243.14000,0,40243.14000,0,40243.14000,0
40243.15000,0,40243.15000,0,40243.15000,0,40243.15000,0
40243.16000,0,40243.16000,0,40243.16000,0,40243.16000,0
40243.17000,0,40243.17000,0,40243.17000,0,40243.17000,0
40243.18000,0,40243.18000,0,40243.18000,0,40243.18000,0
40243.19000,0,40243.19000,0,40243.19000,0,40243.19000,0
40243.20000,0,40243.20000,0,40243.20000,0,40243.20000,0
40243.21000,0,40243.21000,0,40243.21000,0,40243.21000,0
40243.22000,0,40243.22000,0,40243.22000,0,40243.22000,0
40243.23000,0,40243.23000,0,40243.23000,0,40243.23000,0
40243.24000,0,40243.24000,0,40243.24000,0,40243.24000,0
40243.25000,0,40243.25000,0,40243.25000,0,40243.25000,0
40243.26000,0,40243.26000,0,40243.26000,0,40243.26000,0
40243.27000,0,40243.27000,0,40243.27000,0,40243.27000,0
40243.28000,0,40243.28000,0,40243.28000,0,40243.28000,0
40243.29000,0,40243.29000,0,40243.29000,0,40243.29000,0
40243.30000,0,40243.30000,0,40243.30000,0,40243.30000,0
40243.31000,0,40243.31000,0,40243.31000,0,40243.31000,0
40243.32000,0,40243.32000,0,40243.32000,0,40243.32000,0
40243.33000,0,40243.33000,0,40243.33000,0,40243.33000,0
40243.34000,0,40243.34000,0,40243.34000,0,40243.34000,0
40243.35000,0,40243.35000,0,40243.35000,0,40243.35000,0
40243.36000,0,40243.36000,0,40243.36000,0,40243.36000,0
40243.37000,0,40243.37000,0,40243.37000,0,40243.37000,0
40243.38000,0,40243.38000,0,40243.38000,0,40243.38000,0
40243.39000,0,40243.39000,0,40243.39000,0,40243.39000,0
40243.40000,0,40243.40000,0,40243.40000,0,40243.40000,0
40243.41000,0,40243.41000,0,40243.41000,0,40243.41000,0
40243.42000,0,40243.42000,0,40243.42000,0,40243.42000,0
40243.43000,0,40243.43000,0,40243.43000,0,40243.43000,0
40243.44000,0,40243.44000,0,40243.44000,0,40243.44000,0
40243.45000,0,40243.45000,0,40243.45000,0,40243.45000,0
40243.46000,0,40243.46000,0,40243.46000,0,40243.46000,0
40243.47000,0,40243.47000,0,40243.47000,0,40243.47000,0
40243.48000,0,40243.48000,0,40243.48000,0,40243.48000,0
40243.49000,0,40243.49000,0,40243.49000,0,40243.49000,0
40243.50000,0,40243.50000,0,40243.50000,0,40243.50000,0
40243.51000,0,40243.51000,0,40243.51000,0,40243.51000,0
40243.52000,0,40243.52000,0,40243.52000,0,40243.52000,0
40243.53000,0,40243.53000,0,40243.53000,0,40243.53000,0
40243.54000,0,40243.54000,0,40243.54000,0,40243.54000,0
40243.55000,0,40243.55000,0,40243.55000,0,40243.55000,0
40243.56000,0,40243.56000,0,40243.56000,0,40243.56000,0
40243.57000,0,40243.57000,0,40243.57000,0,40243.57000,0
40243.58000,0,40243.58000,0,40243.58000,0,40243.58000,0
40243.59000,0,40243.59000,0,40243.59000,0,40243.59000,0
40243.60000,0,40243.60000,0,40243.60000,0,40243.60000,0
40243.61000,0,40243.61000,0,40243.61000,0,40243.61000,0
40243.62000,0,40243.62000,0,40243.62000,0,40243.62000,0
40243.63000,0,40243.63000,0,40243.63000,0,40243.63000,0
40243.64000,0,40243.64000,0,40243.64000,0,40243.64000,0
40243.65000,0,40243.65000,0,40243.65000,0,40243.65000,0
40243.66000,0,40243.66000,0,40243.66000,0,40243.66000,0
40243.67000,0,40243.67000,0,40243.67000,0,40243.67000,0
40243.68000,0,40243.68000,0,40243.68000,0,40243.68000,0
40243.69000,0,40243.69000,0,40243.69000,0,40243.69000,0
40243.70000,0,40243.70000,0,40243.70000,0,40243.70000,0
40243.71000,0,40243.71000,0,40243.71000,0,40243.71000,0
40243.72000,0,40243.72000,0,40243.72000,0,40243.72000,0
40243.73000,0,40243.73000,0,40243.73000,0,40243.73000,0
40243.74000,0,40243.74000,0,40243.74000,0,40243.74000,0
40243.75000,0,40243.75000,0,40243.75000,0,40243.75000,0
40243.76000,0,40243.76000,0,40243.76000,0,40243.76000,0
40243.77000,0,40243.77000,0,40243.77000,0,40243.77000,0
40243.78000,0,40243.78000,0,40243.78000,0,40243.78000,0
40243.79000,0,40243.79000,0,40243.79000,0,40243.79000,0
40243.80000,0,40243.80000,0,40243.80000,0,40243.80000,0
40243.81000,0,40243.81000,0,40243.81000,0,40243.81000,0
40243.82000,0,40243.82000,0,40243.82000,0,40243.82000,0
40243.83000,0,40243.83000,0,40243.83000,0,40243.83000,0
40243.84000,0,40243.84000,0,40243.84000,0,40243.84000,0
40243.85000,0,40243.85000,0,40243.85000,0,40243.85000,0
40243.86000,0,40243.86000,0,40243.86000,0,40243.86000,0
40243.87000,0,40243.87000,0,40243.87000,0,40243.87000,0
40243.88000,0,40243.88000,0,40243.88000,0,40243.88000,0
40243.89000,0,40243.89000,0,40243.89000,0,40243.89000,0
40243.90000,0,40243.90000,0,40243.90000,0,40243.90000,0
40243.91000,0,40243.91000,0,40243.91000,0,40243.91000,0
40243.92000,0,40243.92000,0,40243.92000,0,40243.92000,0
40243.93000,0,40243.93000,0,40243.93000,0,40243.93000,0
40243.94000,0,40243.94000,0,40243.94000,0,40243.94000,0
40243.95000,0,40243.95000,0,40243.95000,0,40243.95000,0
40243.96000,0,40243.96000,0,40243.96000,0,40243.96000,0
40243.97000,0,40243.97000,0,40243.97000,0,40243.97000,0
40243.98000,0,40243.98000,0,40243.98000,0,40243.98000,0
40243.99000,0,40243.99000,0,40243.99000,0,40243.99000,0
40244.00000,0,40244.00000,0,40244.00000,0,40244.00000,0
40244.01000,0,40244.01000,0,40244.01000,0,40244.01000,0
40244.02000,0,40244.02000,0,40244.02000,0,40244.02000,0
40244.03000,0,40244.03000,0,40244.03000,0,40244.03000,0
40244.04000,0,40244.04000,0,40244.04000,0,40244.04000,0
40244.05000,0,40244.05000,0,40244.05000,0,40244.05000,0
40244.06000,0,40244.06000,0,40244.06000,0,40244.06000,0
40244.07000,0,40244.07000,0,40244.07000,0,40244.07000,0
40244.08000,0,40244.08000,0,40244.08000,0,40244.08000,0
40244.09000,0,40244.09000,0,40244.09000,0,40244.09000,0
40244.10000,0,40244.10000,0,40244.10000,0,40244.10000,0
40244.11000,0,40244.11000,0,40244.11000,0,40244.11000,0
40244.12000,0,40244.12000,0,40244.12000,0,40244.12000,0
40244.13000,0,40244.13000,0,40244.13000,0,40244.13000,0
40244.14000,0,40244.14000,0,40244.14000,0,40244.14000,0
40244.15000,0,40244.15000,0,40244.15000,0,40244.15000,0
40244.16000,0,40244.16000,0,40244.16000,0,40244.16000,0
40244.17000,0,40244.17000,0,40244.17000,0,40244.17000,0
40244.18000,0,40244.18000,0,40244.18000,0,40244.18000,0
40244.19000,0,40244.19000,0,40244.19000,0,40244.19000,0
40244.20000,0,40244.20000,0,40244.20000,0,40244.20000,0
40244.21000,0,40244.21000,0,40244.21000,0,40244.21000,0
40244.22000,0,40244.22000,0,40244.22000,0,40244.22000,0
40244.23000,0,40244.23000,0,40244.23000,0,40244.23000,0
40244.24000,0,40244.24000,0,40244.24000,0,40244.24000,0
40244.25000,0,40244.25000,0,40244.25000,0,40244.25000,0
40244.26000,0,40244.26000,0,40244.26000,0,40244.26000,0
40244.27000,0,40244.27000,0,40244.27000,0,40244.27000,0
40244.28000,0,40244.28000,0,40244.28000,0,40244.28000,0
40244.29000,0,40244.29000,0,40244.29000,0,40244.29000,0
40244.30000,0,40244.30000,0,40244.30000,0,40244.30000,0
40244.31000,0,40244.31000,0,40244.31000,0,40244.31000,0
40244.32000,0,40244.32000,0,40244.32000,0,40244.32000,0
40244.33000,0,40244.33000,0,40244.33000,0,40244.33000,0
40244.34000,0,40244.34000,0,40244.34000,0,40244.34000,0
40244.35000,0,40244.35000,0,40244.35000,0,40244.35000,0
40244.36000,0,40244.36000,0,40244.36000,0,40244.36000,0
40244.37000,0,40244.37000,0,40244.37000,0,40244.37000,0
40244.38000,0,40244.38000,0,40244.38000,0,40244.38000,0
40244.39000,0,40244.39000,0,40244.39000,0,40244.39000,0
40244.40000,0,40244.40000,0,40244.40000,0,40244.40000,0
40244.41000,0,40244.41000,0,40244.41000,0,40244.41000,0
40244.42000,0,40244.42000,0,40244.42000,0,40244.42000,0
40244.43000,0,40244.43000,0,40244.43000,0,40244.43000,0
40244.44000,0,40244.44000,0,40244.44000,0,40244.44000,0
40244.45000,0,40244.45000,0,40244.45000,0,40244.45000,0
40244.46000,0,40244.46000,0,40244.46000,0,40244.46000,0
40244.47000,0,40244.47000,0,40244.47000,0,40244.47000,0
40244.48000,0,40244.48000,0,40244.48000,0,40244.48000,0
40244.49000,0,40244.49000,0,40244.49000,0,40244.49000,0
40244.50000,0,40244.50000,0,40244.50000,0,40244.50000,0
40244.51000,0,40244.51000,0,40244.51000,0,40244.51000,0
40244.52000,0,40244.52000,0,40244.52000,0,40244.52000,0
40244.53000,0,40244.53000,0,40244.53000,0,40244.53000,0
40244.54000,0,40244.54000,0,40244.54000,0,40244.54000,0
40244.55000,0,40244.55000,0,40244.55000,0,40244.55000,0
40244.56000,0,40244.56000,0,40244.56000,0,40244.56000,0
40244.57000,0,40244.57000,0,40244.57000,0,40244.57000,0
40244.58000,0,40244.58000,0,40244.58000,0,40244.58000,0
40244.59000,0,40244.59000,0,40244.59000,0,40244.59000,0
40244.60000,0,40244.60000,0,40244.60000,0,40244.60000,0
40244.61000,0,40244.61000,0,40244.61000,0,40244.61000,0
40244.62000,0,40244.62000,0,40244.62000,0,40244.62000,0
40244.63000,0,40244.63000,0,40244.63000,0,40244.63000,0
40244.64000,0,40244.64000,0,40244.64000,0,40244.64000,0
40244.65000,0,40244.65000,0,40244.65000,0,40244.65000,0
40244.66000,0,40244.66000,0,40244.66000,0,40244.66000,0
40244.67000,0,40244.67000,0,40244.67000,0,40244.67000,0
40244.68000,0,40244.68000,0,40244.68000,0,40244.68000,0
40244.69000,0,40244.69000,0,40244.69000,0,40244.69000,0
40244.70000,0,40244.70000,0,40244.70000,0,40244.70000,0
40244.71000,0,40244.71000,0,40244.71000,0,40244.71000,0
40244.72000,0,40244.72000,0,40244.72000,0,40244.72000,0
40244.73000,0,40244.73000,0,40244.73000,0,40244.73000,0
40244.74000,0,40244.74000,0,40244.74000,0,40244.74000,0
40244.75000,0,40244.75000,0,40244.75000,0,40244.75000,0
40244.76000,0,40244.76000,0,40244.76000,0,40244.76000,0
40244.77000,0,40244.77000,0,40244.77000,0,40244.77000,0
40244.78000,0,40244.78000,0,40244.78000,0,40244.78000,0
40244.79000,0,40244.79000,0,40244.79000,0,40244.79000,0
40244.80000,0,40244.80000,0,40244.80000,0,40244.80000,0
40244.81000,0,40244.81000,0,40244.81000,0,40244.81000,0
40244.82000,0,40244.82000,0,40244.82000,0,40244.82000,0
40244.83000,0,40244.83000,0,40244.83000,0,40244.83000,0
40244.84000,0,40244.84000,0,40244.84000,0,40244.84000,0
40244.85000,0,40244.85000,0,40244.85000,0,40244.85000,0
40244.86000,0,40244.86000,0,40244.86000,0,40244.86000,0
40244.87000,0,40244.87000,0,40244.87000,0,40244.87000,0
40244.88000,0,40244.88000,0,40244.88000,0,40244.88000,0
40244.89000,0,40244.89000,0,40244.89000,0,40244.89000,0
40244.90000,0,40244.90000,0,40244.90000,0,40244.90000,0
40244.91000,0,40244.91000,0,40244.91000,0,40244.91000,0
40244.92000,0,40244.92000,0,40244.92000,0,40244.92000,0
40244.93000,0,40244.93000,0,40244.93000,0,40244.93000,0
40244.94000,0,40244.94000,0,40244.94000,0,40244.94000,0
40244.95000,0,40244.95000,0,40244.95000,0,40244.95000,0
40244.96000,0,40244.96000,0,40244.96000,0,40244.96000,0
40244.97000,0,40244.97000,0,40244.97000,0,40244.97000,0
40244.98000,0,40244.98000,0,40244.98000,0,40244.98000,0
40244.99000,0,40244.99000,0,40244.99000,0,40244.99000,0
